       	gene_id 	go_terms
 81337 	g32488  	GO:0004805(InterPro)|GO:0004805(PANTHER)|GO:0005992(InterPro)|GO:0005992(PANTHER)
 81340 	g8818   	GO:0000398(PANTHER)|GO:0005681(PANTHER)
 81343 	g23156  	GO:0006952(InterPro)|GO:0016020(InterPro)
 81346 	g3956   	GO:0010088(InterPro)
 81347 	g8913   	GO:0005515(InterPro)
 81349 	g15330  	GO:0004857(InterPro)
 81351 	g26707  	GO:0006888(InterPro)|GO:0006890(InterPro)|GO:0070939(InterPro)
 81354 	g808    	GO:0004152(InterPro)|GO:0006207(InterPro)|GO:0016020(InterPro)
 81361 	g12032  	GO:0005509(InterPro)
 81363 	g24416  	GO:0080043(PANTHER)|GO:0080044(PANTHER)
 81366 	g23078  	GO:0003723(PANTHER)|GO:0043489(PANTHER)
 81370 	g6491   	GO:0016020(InterPro)
 81372 	g30003  	GO:0004553(InterPro)|GO:0005975(InterPro)
 81378 	g26713  	GO:0030904(InterPro)|GO:0042147(InterPro)
 81379 	g35863  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 81382 	g17913  	GO:0043531(InterPro)
 81387 	g6672   	GO:0008270(InterPro)
 81391 	g11982  	GO:0003684(InterPro)|GO:0006281(InterPro)
 81399 	g7876   	GO:0043531(InterPro)
 81400 	g21033  	GO:0005515(InterPro)
 81411 	g4870   	GO:0016491(InterPro)
 81426 	g29344  	GO:0003690(InterPro)|GO:0006355(InterPro)
 81430 	g36059  	GO:0005515(InterPro)
 81440 	g475    	GO:0006631(InterPro)|GO:0045300(InterPro)
 81445 	g30290  	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
 81461 	g25083  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 81480 	g7055   	GO:0016491(InterPro)
 81481 	g34558  	GO:0008270(InterPro)|GO:0016491(InterPro)
 81499 	g13900  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 81504 	g29128  	GO:0005515(InterPro)
 81510 	g1614   	-
 81512 	g11547  	GO:0012505(PANTHER)|GO:0016746(PANTHER)
 81515 	g9599   	GO:0005515(InterPro)
 81516 	g28639  	GO:0005515(InterPro)
 81518 	g21508  	GO:0003700(InterPro)
 81520 	g35735  	GO:0009694(PANTHER)|GO:0016787(PANTHER)|GO:0016787(InterPro)
 81523 	g11029  	GO:0003924(InterPro)|GO:0005525(InterPro)
 81531 	g24439  	GO:0003676(InterPro)
 81532 	g18714  	GO:0004198(InterPro)|GO:0006508(InterPro)
 81541 	g7535   	GO:0015267(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
 81550 	g4495   	GO:0008194(InterPro)
 81553 	g20856  	GO:0003676(InterPro)
 81554 	g8550   	GO:0004190(InterPro)|GO:0006508(InterPro)
 81555 	g29112  	GO:0000159(InterPro)|GO:0019888(InterPro)
 81577 	g34749  	GO:0015074(InterPro)
 81580 	g19427  	GO:0005525(InterPro)
 81585 	g25587  	GO:0005634(PANTHER)|GO:0006378(PANTHER)|GO:1990817(PANTHER)
 81596 	g28653  	GO:0003729(PANTHER)|GO:0006357(InterPro)|GO:0006368(PANTHER)|GO:0032044(PANTHER)|GO:0032784(InterPro)
 81598 	g27658  	GO:0003677(InterPro)
 81606 	g32769  	GO:0005509(InterPro)
 81609 	g30816  	GO:0009736(InterPro)
 81614 	g7084   	GO:0005524(InterPro)
 81621 	g7124   	GO:0030246(InterPro)
 81622 	g2582   	GO:0009733(InterPro)
 81624 	g10227  	GO:0005506(InterPro)|GO:0005737(InterPro)|GO:0019310(InterPro)|GO:0050113(InterPro)
 81626 	g34340  	GO:0006355(InterPro)
 81627 	g4096   	GO:0016020(PANTHER)
 81630 	g14883  	GO:0004601(PANTHER)|GO:0004601(InterPro)|GO:0005829(PANTHER)|GO:0006979(InterPro)
 81638 	g27868  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 81640 	g29998  	GO:0002181(PANTHER)|GO:0003729(PANTHER)|GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0022625(PANTHER)
 81645 	g10160  	GO:0006486(InterPro)|GO:0016757(InterPro)
 81646 	g33577  	GO:0005515(InterPro)
 81648 	g2849   	GO:0015074(InterPro)
 81650 	g31509  	GO:0006520(InterPro)|GO:0016831(InterPro)
 81669 	g36208  	GO:0003700(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0043565(PANTHER)|GO:2000032(PANTHER)
 81673 	g21313  	GO:0003677(InterPro)
 81678 	g24811  	GO:0003993(InterPro)
 81682 	g8925   	GO:0046872(InterPro)
 81688 	g1569   	GO:0003676(InterPro)|GO:0005524(InterPro)
 81693 	g4593   	GO:0004672(InterPro)|GO:0006468(InterPro)
 81699 	g6405   	GO:0005515(InterPro)
 81708 	g25967  	GO:0016020(InterPro)|GO:0016760(InterPro)|GO:0030244(InterPro)
 81712 	g11961  	GO:0003691(InterPro)
 81716 	g21920  	GO:0003723(InterPro)
 81720 	g29231  	GO:0005730(PANTHER)
 81721 	g17284  	GO:0006888(InterPro)|GO:0006890(InterPro)|GO:0006890(PANTHER)|GO:0060628(PANTHER)|GO:0070939(PANTHER)|GO:0070939(InterPro)
 81723 	g8205   	GO:0006952(InterPro)|GO:0016020(InterPro)
 81725 	g8738   	GO:0006952(InterPro)|GO:0098542(PANTHER)
 81727 	g11527  	GO:0020037(InterPro)
 81732 	g22883  	GO:0005634(InterPro)|GO:0005737(InterPro)|GO:0061015(InterPro)
 81734 	g5335   	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 81772 	g36205  	GO:0005673(PANTHER)|GO:0006367(PANTHER)
 81774 	g23509  	GO:0004364(PANTHER)|GO:0005737(PANTHER)|GO:0006749(PANTHER)
 81776 	g29579  	GO:1900150(InterPro)
 81777 	g7941   	GO:0004672(InterPro)|GO:0006468(InterPro)
 81786 	g1940   	GO:0003723(InterPro)|GO:0003743(InterPro)|GO:0006413(InterPro)
 81789 	g23058  	GO:0003676(InterPro)
 81791 	g1434   	GO:0003676(InterPro)
 81800 	g13108  	GO:0005783(PANTHER)|GO:0005886(PANTHER)|GO:0009926(PANTHER)|GO:0010252(PANTHER)|GO:0010315(PANTHER)|GO:0010329(PANTHER)
 81802 	g5659   	GO:0003723(InterPro)|GO:0004540(InterPro)
 81805 	g10655  	GO:0004857(PANTHER)|GO:0043086(PANTHER)
 81809 	g17018  	GO:0004672(InterPro)|GO:0006468(InterPro)
 81815 	g32845  	GO:0015743(InterPro)
 81821 	g12521  	GO:0003924(InterPro)|GO:0005525(InterPro)
 81827 	g8084   	GO:0007131(PANTHER)
 81828 	g26843  	GO:0004525(InterPro)|GO:0006396(InterPro)
 81835 	g15768  	GO:0005829(PANTHER)|GO:0008897(PANTHER)|GO:0019878(PANTHER)
 81841 	g28121  	GO:0005515(InterPro)
 81845 	g35798  	GO:0005509(InterPro)
 81861 	g28970  	GO:0016491(InterPro)
 81864 	g13725  	GO:0015144(InterPro)
 81869 	g22619  	GO:0016829(InterPro)|GO:0017009(InterPro)
 81872 	g10958  	GO:0004722(InterPro)|GO:0006470(InterPro)
 81874 	g7845   	GO:0007165(InterPro)
 81880 	g15798  	GO:0008168(InterPro)
 81882 	g11964  	GO:0004672(InterPro)
 81889 	g16948  	GO:0006511(PANTHER)|GO:0016020(PANTHER)|GO:0061630(PANTHER)
 81890 	g31562  	GO:0016020(InterPro)|GO:0016757(InterPro)
 81892 	g11786  	GO:0005515(InterPro)
 81895 	g5709   	GO:0003700(InterPro)|GO:0006355(InterPro)
 81904 	g3584   	GO:0005975(InterPro)
 81906 	g9211   	GO:0003677(InterPro)
 81909 	g30271  	GO:0010181(InterPro)|GO:0016491(InterPro)|GO:0016491(PANTHER)
 81910 	g28029  	GO:0005515(InterPro)
 81912 	g27797  	GO:0004867(InterPro)
 81915 	g4743   	GO:0000902(InterPro)|GO:0000902(PANTHER)|GO:0005938(PANTHER)|GO:0030427(PANTHER)
 81918 	g3785   	-
 81920 	g9141   	GO:0015074(InterPro)
 81935 	g25565  	GO:0005515(InterPro)
 81939 	g27471  	GO:0003999(PANTHER)|GO:0005829(PANTHER)
 81942 	g16943  	GO:0000445(PANTHER)|GO:0003729(PANTHER)|GO:0006406(PANTHER)
 81949 	g19781  	GO:0030145(InterPro)
 81951 	g21343  	GO:0003729(PANTHER)|GO:0005730(PANTHER)|GO:0031123(PANTHER)|GO:0031499(PANTHER)|GO:0043634(PANTHER)|GO:1990817(PANTHER)|GO:1990817(InterPro)
 81952 	g24305  	GO:0006511(InterPro)|GO:0031461(InterPro)|GO:0031625(InterPro)
 81954 	g13760  	GO:0004124(InterPro)|GO:0006535(InterPro)
 81956 	g13444  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 81963 	g19042  	GO:0003676(InterPro)
 81966 	g26585  	GO:0005515(InterPro)
 81975 	g33545  	GO:0003676(InterPro)
 81983 	g8759   	GO:0003677(InterPro)
 81988 	g13631  	GO:0004722(InterPro)|GO:0006470(InterPro)
 81990 	g8016   	GO:0003333(PANTHER)|GO:0005774(PANTHER)|GO:0015175(PANTHER)|GO:0015179(PANTHER)|GO:0015804(PANTHER)|GO:0016020(PANTHER)
 81991 	g35132  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 82008 	g28264  	GO:0016887(InterPro)
 82018 	g27313  	GO:0015098(InterPro)|GO:0015689(InterPro)
 82020 	g20796  	GO:0005515(InterPro)
 82021 	g792    	GO:0016036(InterPro)
 82024 	g29202  	GO:0016491(InterPro)
 82025 	g29715  	GO:0015276(InterPro)|GO:0016020(InterPro)
 82027 	g33377  	GO:0042910(InterPro)|GO:1990961(InterPro)
 82031 	g16186  	GO:0000077(PANTHER)|GO:0005634(PANTHER)|GO:0042393(PANTHER)|GO:0045944(PANTHER)
 82032 	g18464  	GO:0007165(InterPro)
 82035 	g22363  	GO:0007165(InterPro)
 82038 	g8739   	GO:0043531(InterPro)
 82039 	g27499  	GO:0000055(PANTHER)|GO:0000056(PANTHER)|GO:0005049(PANTHER)|GO:0005049(InterPro)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0006611(InterPro)
 82040 	g36435  	GO:0003723(InterPro)|GO:0003746(InterPro)|GO:0043022(InterPro)|GO:0045901(InterPro)|GO:0045905(InterPro)
 82046 	g28042  	GO:0005680(InterPro)|GO:0005680(PANTHER)|GO:0007091(PANTHER)|GO:0031145(PANTHER)|GO:0060090(PANTHER)|GO:0070979(PANTHER)
 82047 	g22984  	GO:0005388(PANTHER)|GO:0005886(PANTHER)|GO:0019829(PANTHER)|GO:0043231(PANTHER)
 82048 	g20546  	GO:0005634(PANTHER)|GO:0006355(InterPro)
 82049 	g13653  	GO:0016787(InterPro)
 82061 	g35956  	GO:0016757(InterPro)
 82063 	g26067  	GO:0005737(PANTHER)|GO:0016567(PANTHER)|GO:0061630(PANTHER)
 82064 	g9048   	GO:0006457(InterPro)
 82086 	g34235  	GO:0005515(InterPro)
 82092 	g23561  	GO:0004252(InterPro)|GO:0006508(InterPro)
 82093 	g11920  	GO:0009690(InterPro)|GO:0009691(InterPro)
 82094 	g30566  	GO:0003723(InterPro)
 82097 	g36562  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 82111 	g21739  	GO:0003700(InterPro)|GO:0006355(InterPro)
 82119 	g32824  	GO:0033178(InterPro)|GO:0046961(InterPro)|GO:1902600(InterPro)
 82121 	g33419  	GO:0003676(InterPro)
 82122 	g22513  	GO:0005515(InterPro)
 82126 	g582    	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 82130 	g34747  	GO:0015074(InterPro)
 82132 	g14053  	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)
 82134 	g36230  	GO:0003677(InterPro)
 82136 	g34630  	GO:0003676(InterPro)|GO:0008270(InterPro)
 82142 	g36907  	GO:0006821(InterPro)|GO:0015108(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)
 82156 	g36270  	GO:0006886(InterPro)|GO:0016192(InterPro)|GO:0030117(InterPro)
 82159 	g2682   	GO:0006629(InterPro)|GO:0008081(InterPro)
 82162 	g11328  	GO:0005524(InterPro)
 82168 	g21854  	GO:0004672(InterPro)|GO:0006468(InterPro)
 82171 	g885    	GO:0005737(PANTHER)|GO:0008379(PANTHER)|GO:0008379(InterPro)|GO:0034599(PANTHER)|GO:0034599(InterPro)|GO:0042744(PANTHER)|GO:0045454(PANTHER)
 82196 	g24869  	GO:0004553(InterPro)|GO:0005975(InterPro)
 82197 	g11431  	GO:0008270(InterPro)
 82200 	g29971  	GO:0016628(InterPro)
 82204 	g27815  	GO:0016020(InterPro)|GO:0022857(InterPro)
 82206 	g10134  	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)
 82209 	g36826  	GO:0016020(InterPro)|GO:0055085(InterPro)
 82212 	g31565  	GO:0005515(InterPro)
 82218 	g5974   	GO:0005515(InterPro)
 82223 	g9759   	GO:0005515(InterPro)
 82227 	g796    	GO:0006099(InterPro)|GO:0008964(InterPro)|GO:0015977(InterPro)
 82235 	g13957  	GO:0006888(PANTHER)|GO:0016192(InterPro)|GO:0030008(InterPro)|GO:0030008(PANTHER)
 82238 	g13975  	GO:0006888(PANTHER)|GO:0016192(InterPro)|GO:0030008(InterPro)|GO:0030008(PANTHER)
 82241 	g22572  	GO:0008380(InterPro)
 82242 	g24310  	GO:0006952(InterPro)
 82248 	g4253   	GO:0004252(InterPro)|GO:0006508(InterPro)
 82251 	g20513  	GO:0043457(InterPro)
 82252 	g36566  	GO:0004672(InterPro)|GO:0006468(InterPro)
 82256 	g22240  	GO:0003690(InterPro)|GO:0006355(InterPro)
 82265 	g26905  	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006355(PANTHER)
 82266 	g11163  	GO:0005737(PANTHER)|GO:0032790(PANTHER)|GO:0070481(InterPro)|GO:0070651(PANTHER)|GO:0070966(InterPro)|GO:0070966(PANTHER)|GO:0071025(InterPro)
 82268 	g25360  	GO:0004326(PANTHER)|GO:0004326(InterPro)|GO:0005524(InterPro)|GO:0005737(PANTHER)|GO:0005739(PANTHER)|GO:0005829(PANTHER)|GO:0009396(PANTHER)|GO:0009396(InterPro)|GO:0046901(PANTHER)
 82269 	g25975  	GO:0003989(PANTHER)|GO:0006633(PANTHER)|GO:0009507(PANTHER)|GO:2001295(PANTHER)
 82270 	g33277  	GO:0046907(InterPro)
 82273 	g21557  	GO:0003676(InterPro)
 82275 	g29697  	GO:0005515(InterPro)
 82281 	g4826   	GO:0009058(InterPro)
 82282 	g12753  	GO:0046872(InterPro)
 82286 	g26247  	GO:0008270(InterPro)
 82289 	g8509   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 82296 	g8220   	GO:0005509(InterPro)
 82311 	g14437  	GO:0005634(PANTHER)|GO:0005737(PANTHER)
 82312 	g9207   	GO:0009734(InterPro)|GO:0016020(InterPro)
 82314 	g26327  	GO:0004674(PANTHER)|GO:0005886(PANTHER)|GO:0006468(PANTHER)|GO:0042742(PANTHER)
 82320 	g36694  	GO:0003677(InterPro)|GO:0006261(InterPro)|GO:0008622(InterPro)
 82323 	g2372   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 82329 	g35984  	GO:0005509(InterPro)|GO:0019722(InterPro)|GO:0019900(InterPro)
 82340 	g21892  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 82346 	g2089   	GO:0005515(InterPro)
 82348 	g15884  	GO:0004168(PANTHER)|GO:0005789(PANTHER)|GO:0043048(PANTHER)
 82350 	g12360  	GO:0000287(InterPro)|GO:0005524(InterPro)|GO:0032957(InterPro)|GO:0047325(InterPro)|GO:0052725(InterPro)|GO:0052726(InterPro)
 82353 	g28881  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 82359 	g3430   	GO:0030247(InterPro)
 82364 	g386    	GO:0016628(InterPro)|GO:0032440(PANTHER)
 82366 	g11496  	GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0010183(InterPro)|GO:0036033(PANTHER)|GO:0036033(InterPro)
 82367 	g14987  	GO:0004843(InterPro)|GO:0016579(InterPro)
 82370 	g24417  	GO:0003676(InterPro)|GO:0008270(InterPro)
 82377 	g32008  	GO:0004455(PANTHER)|GO:0005739(PANTHER)|GO:0009082(InterPro)|GO:0009097(PANTHER)|GO:0009099(PANTHER)|GO:0009507(PANTHER)|GO:0016491(InterPro)
 82378 	g13500  	GO:0005515(InterPro)
 82389 	g35712  	GO:0016616(PANTHER)
 82390 	g24965  	GO:0006508(InterPro)|GO:0008233(InterPro)
 82395 	g1790   	GO:0005515(InterPro)
 82397 	g26278  	GO:0005515(InterPro)
 82401 	g27014  	GO:0005737(PANTHER)|GO:0015038(PANTHER)|GO:0034599(PANTHER)
 82402 	g36647  	GO:0016020(InterPro)
 82404 	g22653  	GO:0004721(InterPro)|GO:0009737(InterPro)|GO:0043622(InterPro)
 82405 	g12181  	GO:0006629(InterPro)
 82407 	g20937  	GO:0009570(PANTHER)|GO:0010436(PANTHER)|GO:0016121(PANTHER)|GO:0016702(InterPro)
 82409 	g31216  	GO:0008289(InterPro)
 82418 	g8014   	GO:0015276(InterPro)|GO:0016020(InterPro)
 82420 	g24155  	GO:0003676(InterPro)|GO:0005524(InterPro)
 82421 	g7156   	GO:0005737(PANTHER)|GO:0042026(PANTHER)|GO:0051082(PANTHER)|GO:0051085(PANTHER)
 82422 	g513    	GO:0016020(InterPro)|GO:0055085(InterPro)
 82426 	g8774   	GO:0005524(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:0140359(InterPro)
 82435 	g13905  	GO:0003729(PANTHER)|GO:0005634(PANTHER)|GO:0036396(PANTHER)|GO:0080009(PANTHER)
 82437 	g24397  	GO:0006812(InterPro)|GO:0015297(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)|GO:1902600(InterPro)
 82439 	g25096  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 82455 	g1251   	GO:0005515(InterPro)
 82474 	g35929  	GO:0005471(InterPro)|GO:0005743(InterPro)|GO:0140021(InterPro)|GO:1990544(InterPro)
 82484 	g6089   	GO:0005509(InterPro)|GO:0005544(InterPro)
 82507 	g24049  	GO:0005227(InterPro)|GO:0005227(PANTHER)|GO:0005886(PANTHER)
 82508 	g30688  	GO:0043130(InterPro)
 82512 	g27454  	GO:0003712(InterPro)|GO:0006355(InterPro)
 82513 	g26369  	GO:0005515(InterPro)
 82528 	g9049   	GO:0003700(InterPro)|GO:0006355(InterPro)
 82540 	g18527  	GO:0001671(InterPro)|GO:0001671(PANTHER)|GO:0005829(PANTHER)|GO:0006457(PANTHER)|GO:0032781(PANTHER)|GO:0051087(InterPro)
 82543 	g27477  	GO:0000976(PANTHER)|GO:0003712(PANTHER)|GO:0005634(PANTHER)|GO:0006355(InterPro)|GO:0042393(InterPro)
 82548 	g6820   	GO:0009058(InterPro)
 82557 	g3308   	GO:0005515(InterPro)
 82561 	g8795   	GO:0046983(InterPro)
 82567 	g35622  	GO:0005634(PANTHER)|GO:0006281(PANTHER)|GO:0008094(PANTHER)
 82570 	g28974  	GO:0003723(InterPro)
 82583 	g29885  	GO:0005525(InterPro)
 82585 	g30759  	GO:0005741(PANTHER)|GO:0010506(InterPro)|GO:0051537(PANTHER)|GO:0051537(InterPro)
 82588 	g20552  	GO:0004185(PANTHER)|GO:0004185(InterPro)|GO:0006508(InterPro)
 82596 	g4985   	GO:0046872(InterPro)
 82604 	g20983  	GO:0015846(InterPro)|GO:0019808(InterPro)|GO:0042597(InterPro)
 82608 	g7847   	GO:0009664(InterPro)
 82628 	g7605   	GO:0004672(InterPro)|GO:0006468(InterPro)
 82631 	g13517  	GO:0003676(InterPro)
 82632 	g4865   	GO:0003676(InterPro)|GO:0005634(PANTHER)|GO:0005681(InterPro)|GO:0008270(InterPro)|GO:0033260(PANTHER)|GO:0033314(PANTHER)|GO:0044773(PANTHER)|GO:0048478(PANTHER)
 82633 	g29657  	GO:0044255(PANTHER)
 82634 	g36669  	GO:0005737(PANTHER)|GO:0061657(InterPro)|GO:0071568(PANTHER)|GO:0071569(InterPro)|GO:1990592(PANTHER)
 82637 	g29191  	GO:0016020(InterPro)
 82639 	g11189  	GO:0004190(InterPro)|GO:0006508(InterPro)
 82647 	g33995  	GO:0008168(InterPro)
 82656 	g32040  	GO:0003723(PANTHER)|GO:0005730(PANTHER)|GO:0048026(PANTHER)|GO:0071011(PANTHER)
 82660 	g34242  	GO:0003700(InterPro)|GO:0006355(InterPro)
 82669 	g22820  	GO:0004364(InterPro)|GO:0006749(InterPro)
 82672 	g5338   	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
 82683 	g11821  	GO:0043531(InterPro)
 82684 	g9999   	GO:0006952(InterPro)
 82690 	g3278   	GO:0005515(InterPro)
 82694 	g17332  	GO:0004760(PANTHER)|GO:0005777(PANTHER)|GO:0008453(PANTHER)|GO:0019265(PANTHER)
 82695 	g35123  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 82701 	g14801  	GO:0005524(InterPro)
 82707 	g25789  	GO:0005829(PANTHER)|GO:0017183(InterPro)|GO:0046872(InterPro)
 82714 	g34624  	GO:0005886(PANTHER)|GO:0098542(InterPro)
 82715 	g5529   	GO:0055085(InterPro)
 82720 	g16007  	GO:0016616(PANTHER)
 82721 	g11314  	GO:0004764(InterPro)
 82729 	g18521  	GO:0015074(InterPro)
 82731 	g10189  	GO:0005744(PANTHER)|GO:0008320(PANTHER)|GO:0030150(PANTHER)
 82732 	g15725  	GO:0016020(InterPro)
 82733 	g21306  	GO:0003700(InterPro)|GO:0006355(InterPro)
 82740 	g2468   	GO:0045735(InterPro)
 82742 	g16634  	GO:0005507(InterPro)
 82753 	g526    	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)
 82760 	g26069  	GO:0008270(InterPro)
 82773 	g6693   	GO:0000145(InterPro)|GO:0000145(PANTHER)|GO:0006887(PANTHER)|GO:0006887(InterPro)
 82775 	g22235  	GO:0005730(PANTHER)|GO:0030686(PANTHER)|GO:0032040(PANTHER)
 82776 	g33242  	GO:0004364(PANTHER)|GO:0005737(PANTHER)|GO:0006749(PANTHER)
 82778 	g14238  	GO:0005515(InterPro)
 82786 	g19144  	GO:0005515(InterPro)
 82795 	g36413  	GO:0030008(InterPro)|GO:0048193(InterPro)
 82798 	g12397  	GO:0016740(InterPro)
 82800 	g4901   	GO:0003677(InterPro)
 82815 	g8072   	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 82827 	g22552  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 82844 	g16619  	GO:0046872(InterPro)
 82848 	g10905  	GO:0000160(InterPro)
 82851 	g22287  	GO:0048364(InterPro)|GO:0048367(InterPro)
 82853 	g6442   	GO:0005771(PANTHER)|GO:0006900(PANTHER)|GO:0007034(InterPro)|GO:0032511(PANTHER)
 82855 	g9179   	GO:0016491(InterPro)
 82862 	g14043  	GO:0005515(InterPro)
 82864 	g21571  	GO:0005515(InterPro)
 82880 	g23752  	GO:0003723(PANTHER)|GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(PANTHER)|GO:0006412(InterPro)|GO:0022627(PANTHER)
 82885 	g9069   	GO:0007186(InterPro)
 82886 	g18833  	GO:0007165(InterPro)
 82891 	g14154  	GO:0008270(InterPro)
 82895 	g24243  	GO:0002181(PANTHER)|GO:0003723(PANTHER)|GO:0003735(InterPro)|GO:0003735(PANTHER)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0022625(PANTHER)
 82898 	g32304  	GO:0003676(InterPro)
 82906 	g35222  	GO:0005515(InterPro)
 82908 	g12004  	GO:0003700(InterPro)|GO:0006355(InterPro)
 82917 	g20195  	-
 82920 	g1091   	GO:0003677(InterPro)|GO:0003918(InterPro)|GO:0005524(InterPro)|GO:0006265(InterPro)
 82929 	g21346  	GO:0043231(PANTHER)
 82930 	g24854  	GO:0005634(PANTHER)|GO:0006511(PANTHER)|GO:0061630(PANTHER)
 82935 	g26380  	GO:0004857(InterPro)
 82938 	g36162  	GO:0004668(InterPro)|GO:0009446(InterPro)
 82942 	g26169  	GO:0030246(InterPro)
 82943 	g1126   	GO:0006355(InterPro)
 82951 	g20735  	GO:0004190(InterPro)|GO:0006508(InterPro)
 82953 	g13740  	GO:0003824(InterPro)
 82955 	g25272  	GO:0046983(InterPro)
 82961 	g22847  	GO:0003676(InterPro)
 82962 	g29476  	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
 82969 	g12694  	GO:0009507(PANTHER)|GO:0061077(PANTHER)
 82970 	g22559  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 82984 	g16358  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 82999 	g28184  	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
 83003 	g17168  	GO:0004620(PANTHER)
 83005 	g31254  	GO:0016020(InterPro)
 83008 	g27940  	GO:0042910(InterPro)|GO:1990961(InterPro)
 83012 	g31769  	GO:0006457(InterPro)|GO:0051082(InterPro)
 83015 	g22813  	GO:0003824(InterPro)
 83020 	g24084  	GO:0007165(InterPro)
 83023 	g29388  	GO:0036066(InterPro)|GO:0046922(PANTHER)|GO:0046922(InterPro)
 83024 	g14209  	GO:0005886(PANTHER)|GO:0008374(InterPro)|GO:0008374(PANTHER)|GO:0019432(PANTHER)|GO:0045017(InterPro)
 83026 	g32990  	GO:0005524(InterPro)|GO:0016887(InterPro)
 83042 	g22518  	GO:0010088(InterPro)
 83043 	g19422  	GO:0005524(InterPro)
 83049 	g24727  	GO:0050660(InterPro)
 83054 	g742    	GO:0003333(PANTHER)|GO:0015179(PANTHER)|GO:0016020(PANTHER)
 83056 	g29984  	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
 83071 	g26655  	GO:0009765(InterPro)|GO:0016020(InterPro)
 83072 	g6109   	GO:0003676(InterPro)|GO:0008270(InterPro)
 83075 	g6500   	GO:0042026(InterPro)|GO:0140662(InterPro)
 83086 	g27592  	GO:0005515(InterPro)
 83109 	g29709  	GO:0003700(InterPro)
 83110 	g12402  	GO:0000492(InterPro)|GO:0000492(PANTHER)|GO:0062064(PANTHER)
 83112 	g10332  	GO:0006351(InterPro)|GO:0043565(InterPro)
 83114 	g3529   	GO:0003993(InterPro)
 83115 	g14264  	GO:0003676(InterPro)
 83123 	g14897  	GO:0005515(InterPro)
 83130 	g16074  	GO:0016740(InterPro)
 83132 	g18850  	GO:0007165(InterPro)
 83136 	g34980  	GO:0005515(InterPro)
 83147 	g4050   	GO:0003700(InterPro)|GO:0006355(InterPro)
 83155 	g31518  	GO:0005337(InterPro)|GO:0016020(InterPro)|GO:1901642(InterPro)
 83159 	g24559  	GO:0004518(InterPro)
 83170 	g23238  	GO:0003700(InterPro)|GO:0006355(InterPro)
 83178 	g18837  	GO:0043531(InterPro)
 83179 	g22639  	GO:0005515(InterPro)
 83193 	g14824  	GO:0005515(InterPro)
